acct_num2,active_months,total_txns,txns_per_active_month,median_txn_amount,avg_monthly_spend,avg_%_small_txns_monthly,avg_%_large_txns_monthly,monthly_amt_mean,monthly_amt_std,cv_monthly_spend,entertainment_ratio,food_dining_ratio,gas_transport_ratio,grocery_net_ratio,grocery_pos_ratio,health_fitness_ratio,home_ratio,kids_pets_ratio,misc_net_ratio,misc_pos_ratio,personal_care_ratio,shopping_net_ratio,shopping_pos_ratio,travel_ratio,recency_days,gender,city,city_pop,job,dob,province,region,island_group,urbanization,income_class,profession,age,generation,yoy_change_monthly_spend_entertainment,yoy_change_monthly_spend_food_dining,yoy_change_monthly_spend_gas_transport,yoy_change_monthly_spend_grocery_net,yoy_change_monthly_spend_grocery_pos,yoy_change_monthly_spend_health_fitness,yoy_change_monthly_spend_home,yoy_change_monthly_spend_kids_pets,yoy_change_monthly_spend_misc_net,yoy_change_monthly_spend_misc_pos,yoy_change_monthly_spend_personal_care,yoy_change_monthly_spend_shopping_net,yoy_change_monthly_spend_shopping_pos,yoy_change_monthly_spend_travel,yoy_abs_change_monthly_spend_entertainment,yoy_abs_change_monthly_spend_food_dining,yoy_abs_change_monthly_spend_gas_transport,yoy_abs_change_monthly_spend_grocery_net,yoy_abs_change_monthly_spend_grocery_pos,yoy_abs_change_monthly_spend_health_fitness,yoy_abs_change_monthly_spend_home,yoy_abs_change_monthly_spend_kids_pets,yoy_abs_change_monthly_spend_misc_net,yoy_abs_change_monthly_spend_misc_pos,yoy_abs_change_monthly_spend_personal_care,yoy_abs_change_monthly_spend_shopping_net,yoy_abs_change_monthly_spend_shopping_pos,yoy_abs_change_monthly_spend_travel,cluster
170000000000,12,1956,163.0,70.27571063394683,5727.470416666667,0.0977438338590322,0.100468101856513,5727.470416666667,2265.726236953961,0.3955893391192044,0.0659785994194203,0.0992220804497586,0.1000244941163571,0.0236335360245638,0.134001052670067,0.0326153125290588,0.0999081926795348,0.1299293388454221,0.0109348087769904,0.0784564525021505,0.0568166740324543,0.0540989993070369,0.0641148128432051,0.0502656458039796,24,M,Masbate,95389,Brewing technologist,1955-06-23,Masbate,Region V (Bicol Region),Visayas,0.3333333333333333,Component City,services_governance_and_other,66,Baby Boomer,-0.2718878915400401,-0.3479579001835811,0.2898534138646133,-0.3319005424967945,-0.4223528052635826,-0.4856074940289711,-0.4187225567578044,-0.0333555413578882,-0.097419257213007,-0.3584424288630572,-0.1599920687088835,-0.5410851785059526,-0.4002446236652547,9.681911706452222,-109.29666666666662,-210.7041666666666,122.4149999999999,-72.43539682539685,-383.8708333333334,-104.36999999999998,-261.05083333333334,-22.362500000000068,-6.486742424242415,-186.6485,-49.08583333333331,-241.02999999999997,-191.97666666666663,762.8730303030303,1
201000000000,12,662,55.16666666666666,72.54732628398791,2001.097083333333,0.1119466052846284,0.1036118541579459,2001.097083333333,1749.2728312979682,0.8741569041638458,0.0513706531609698,0.0779877005685917,0.1088529478690303,0.0155631982076413,0.1436305520410992,0.0509148607238641,0.1009514661789655,0.1421448554882798,0.0351449263790945,0.0388529832958697,0.0535955988702511,0.0980198453500337,0.0644003602414407,0.0185700516248681,25,M,Dasmarinas,659019,"Physicist, medical",1965-03-26,Cavite,Region IV‑A (CALABARZON),Luzon,0.5733333333333334,Component City,professional_services_and_knowledge,56,Gen X,0.3138284172441284,-0.2776457951895055,-0.0917171268262873,0.1306698469489168,0.352432327204588,-0.5897072674528124,-0.5830716376488699,-0.2319001279547445,18.281711777615214,0.7433793480709208,0.7771815062197438,2.8469549113562675,-0.8074882653721062,-0.9300231639842051,25.588000000000008,-54.36212121212122,-16.50999999999999,10.956666666666678,90.1082954545454,-71.14818181818183,-125.10287878787877,-62.60881818181821,249.91100000000003,51.33777777777779,56.36811111111111,536.5115,-184.9464393939394,-107.62305555555554,0
207000000000,12,1965,163.75,70.58304834605597,5778.987083333333,0.1027087746864506,0.1058695834899699,5778.987083333333,2151.0946525462014,0.3722269355385797,0.0609763802213698,0.08665486714368,0.1069561657888445,0.0229617240719115,0.1314210688073527,0.0299906941740644,0.0892987875281034,0.1004802888182904,0.0375108611736376,0.0695628214860583,0.0562516256611451,0.0801236038357272,0.1003221881364446,0.0274889231533698,25,M,Meycauayan,209083,"Research officer, political party",1968-03-25,Bulacan,Region III (Central Luzon),Luzon,0.7307692307692307,Component City,services_governance_and_other,53,Gen X,-0.0054878782151509,-0.2644906785840584,-0.0739307083400847,-0.0065482300443378,-0.1731586501769723,-0.2272379598301058,-0.1230638452051644,0.0717965910021365,0.0300277924091179,1.7001014591977306,0.2246543072869506,-0.694392593145673,0.0875673755409298,-0.970341541925576,-1.8147727272727248,-140.85583333333324,-41.06333333333328,-1.3123214285714084,-128.38083333333327,-42.087500000000006,-58.873333333333335,38.72749999999997,7.0120000000000005,343.50833333333344,54.99500000000003,-558.0,46.42333333333329,-473.47233333333327,0
208000000000,12,657,54.75,73.43820395738204,2010.3708333333332,0.120196053692187,0.0900561302868605,2010.3708333333332,1669.439501793072,0.8304137098054821,0.0570415334788499,0.0746181744657775,0.132577939429777,0.0327725530087081,0.1190838128804525,0.0361712654412052,0.0953527489587011,0.1123953909870123,0.0455787529960795,0.0705630437715626,0.0702832129728808,0.0550257636469105,0.0915143044509167,0.0070215035111655,25,M,San Pedro,325809,"Programmer, applications",1929-12-14,Laguna,Region IV‑A (CALABARZON),Luzon,0.8148148148148148,Component City,professional_services_and_knowledge,92,Silent,-0.5038890817996924,0.3668530845397294,0.0426440126334226,0.3045288216429571,-0.1075252133436771,-0.6174709235153661,-0.2398493190624485,-0.0598683735840112,15.79858721246151,-0.5456191932067744,-0.3666543350341678,15.171501823295868,-0.3671839505332461,-0.4964070629685771,-67.71933333333331,50.15181818181816,8.322121212121203,29.62700000000001,-23.90849999999997,-80.16624999999998,-47.30208333333334,-11.61650000000003,872.2399999999999,-148.95622222222227,-52.52799999999998,738.7969696969695,-105.4313636363636,-9.616507936507936,0
213000000000,12,1298,108.16666666666669,82.74184129429892,4474.954583333333,0.1143029459861832,0.0973249761109149,4474.954583333333,3734.172999789423,0.8344605359118277,0.0456242324111673,0.1051327675532958,0.1025814347150747,0.0210545191361186,0.1283631055990881,0.0381544547792196,0.0758716987056823,0.1270930533312586,0.0165157426529881,0.063727864516317,0.0522856269547406,0.0758765379843705,0.0755615554754044,0.0721574061852738,24,M,Caloocan City,1583978,Learning mentor,1957-11-06,Metro Manila,NCR,Luzon,1.0,Highly Urbanized City,education_and_community,64,Baby Boomer,-0.5030432831904105,0.2180340999473489,-0.0996778793892672,-0.0784371496980842,-0.1656287106778909,-0.13315905837763,-0.1163616963784636,0.0137997213644777,-0.7072958327957684,-0.3143358483944553,-0.4333905372711045,-0.5435652819582213,-0.2935237554309313,166.48950795947906,-108.04363636363637,64.8775,-33.31666666666666,-9.650416666666672,-84.95999999999998,-16.51249999999999,-38.16954545454553,5.225000000000023,-87.71600000000001,-97.03416666666672,-103.08272727272724,-348.5248181818182,-92.16083333333331,1673.3709090909094,0
224000000000,1,6,6.0,517.6183333333333,3105.71,0.0,0.8333333333333334,3105.71,,,0.0,0.0,0.0,0.0,0.2048710278809032,0.0076665239188462,0.0,0.0,0.7874624482002506,0.0,0.0,0.0,0.0,0.0,111,M,Lipa City,332386,Quantity surveyor,1928-06-20,Batangas,Region IV‑A (CALABARZON),Luzon,0.625,Component City,engineering_tech_and_built_env,93,Silent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
227000000000,12,1310,109.16666666666669,68.60448854961832,3744.661666666667,0.1023466759501366,0.1005166754676013,3744.661666666667,1484.523848009908,0.3964373767661007,0.0485106567829302,0.0957525214106576,0.0989703964510433,0.0143276413593398,0.1541201079280628,0.0321953369940288,0.0823675144795201,0.1146456403279369,0.0505657495226957,0.0587704518750268,0.0573429027009486,0.072196498316501,0.0993056678357423,0.0209289140155654,25,M,Vigan,53879,"Geologist, engineering",1945-05-28,Ilocos Sur,Region I (Ilocos Region),Luzon,0.2051282051282051,Component City,engineering_tech_and_built_env,76,Silent,0.4864706733901125,-0.424886235733362,-0.0679988506259631,-0.2338834572290454,-0.2299195345744867,0.0860353674568507,-0.1614680909187979,-0.269872018390092,-0.6174296998759936,-0.2782968361713837,-0.0810633072218817,-0.7107772811263794,1.4347963919696058,0.2440687447960037,67.20916666666665,-162.32212121212115,-22.87583333333339,-34.7345,-137.46333333333342,10.143999999999991,-52.92681818181819,-139.31333333333333,-191.41555555555556,-69.52666666666664,-15.099999999999994,-331.0412878787879,329.1602272727272,17.05463636363639,1
229000000000,1,6,6.0,873.58,5241.4800000000005,0.0,1.0,5241.4800000000005,,,0.0,0.0,0.0,0.0,0.0603951555667483,0.0,0.0,0.0,0.1938994329845769,0.0,0.0,0.3880945839724658,0.357610827476209,0.0,131,M,Legazpi City,196639,Osteopath,1926-10-25,Albay,Region V (Bicol Region),Luzon,0.4857142857142857,Component City,healthcare_and_therapy,95,Silent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
231000000000,12,1300,108.33333333333331,71.11876153846154,3852.26625,0.0876075861011873,0.1051582779655761,3852.26625,1591.5636312043205,0.4131499558744986,0.0694558182589552,0.1052252188797774,0.105691616526556,0.0269854207945479,0.1239490576977645,0.0393320675291004,0.0948346784791506,0.1219415175855623,0.0258975684517057,0.0490302404283618,0.0443412335752101,0.0750916547699254,0.1130988977074447,0.0051250093159373,24,M,Valenzuela,620422,Operational investment banker,1963-12-06,Metro Manila,NCR,Luzon,1.0,Highly Urbanized City,professional_services_and_knowledge,58,Baby Boomer,0.5267615191684284,-0.1241684718593844,-0.0652281664799761,-0.1905865414381422,-0.0253417282184336,-0.3563704543472575,-0.0570029103129676,-0.1499127026751287,0.493256858374623,-0.6714530901728966,0.0369953866320535,-0.3948323690936353,1.9015486617169644,-0.5890197895294195,95.73583333333336,-43.133333333333326,-24.894166666666703,-31.0759523809524,-11.159166666666692,-54.48666666666669,-19.619166666666672,-64.89833333333331,52.64171717171716,-172.4621666666667,5.67234848484847,-154.0392424242424,484.69999999999993,-16.18090909090909,0
233000000000,12,2626,218.83333333333331,72.10050266565119,7888.996666666667,0.0996767412921881,0.1017087741328395,7888.996666666667,3304.840250009683,0.4189176887313954,0.051253675352789,0.0849139979945497,0.1078819201285035,0.0239180024701997,0.1487381888363276,0.037487748105514,0.0864219603058226,0.0981660622972338,0.0452155577088987,0.0503492995832225,0.0500036620381834,0.0706016465304345,0.0991624077989389,0.0458858708493815,25,M,Balanga,96061,Manufacturing systems engineer,1950-05-14,Bataan,Region III (Central Luzon),Luzon,0.4,Component City,engineering_tech_and_built_env,71,Baby Boomer,-0.1152548299308262,0.0887759571094164,-0.1882572172383326,-0.3802095100980644,-0.375494038741088,-0.4750065057031184,0.128758607454732,-6.505671379273088e-05,-0.5725606168052265,-0.2326148513658818,-0.0910134796661307,-0.7742567453964634,-0.2936682901377157,3.1375899962106866,-45.59749999999991,48.9858333333334,-159.4516666666666,-96.48044444444444,-496.17,-153.63333333333335,71.00833333333333,-0.0450000000000727,-344.9781818181818,-95.23659090909092,-33.15750000000003,-794.37,-283.2925,414.00500000000005,1
236000000000,1,9,9.0,813.0577777777778,7317.52,0.0,0.8888888888888888,7317.52,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025664432758639,0.4470530999573626,0.0,0.0,0.2735776601908843,0.2768027965758891,0.0,146,M,Pagadian,199060,Land/geomatics surveyor,1961-09-14,Zamboanga del Sur,Region IX (Zamboanga Peninsula),Mindanao,0.3518518518518518,Component City,engineering_tech_and_built_env,60,Baby Boomer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
257000000000,12,1947,162.25,65.58617360041089,5320.678333333333,0.0859662895413332,0.0946925341798193,5320.678333333333,1899.251637499604,0.3569566732875107,0.0797379636998046,0.111909320759764,0.102355840411734,0.0358887089389379,0.1310819459689215,0.029281323608315,0.0974108666538412,0.1111548465194365,0.0309427579824718,0.0437521761328818,0.0699738700727899,0.0544506826415346,0.0854353649942747,0.0166243316152917,24,M,Laoag,111125,Dance movement psychotherapist,1954-01-11,Ilocos Norte,Region I (Ilocos Region),Luzon,0.3625,Component City,healthcare_and_therapy,68,Baby Boomer,0.0849930856543567,-0.2025602975297041,-0.1310258340402031,-0.1247853982672353,-0.2634483101520584,-0.508950411157592,-0.2069349659711106,-0.233324702440798,0.5750780120996812,-0.511842047858997,-0.2266123655461323,-0.0379955318559104,0.2143842999995492,17.401820923867508,30.525833333333253,-119.09583333333336,-68.60916666666657,-33.03097222222223,-203.11250000000015,-103.515,-110.52500000000003,-141.1758333333333,82.88081818181817,-156.42916666666667,-90.53431818181816,-10.590909090909063,79.21750000000009,283.22254545454547,1
289000000000,12,1321,110.08333333333331,65.79208932626798,3621.30625,0.0851603963099058,0.0981333651334859,3621.30625,2187.721543557634,0.6041249738426939,0.0533697779703142,0.0997967457062124,0.1201368791230038,0.0280890339735875,0.1464882493657842,0.027715487776349,0.1074676939972721,0.1265344719881204,0.020049563859727,0.0589203905495536,0.0603338688506972,0.0488798516129447,0.0979405627081967,0.0042774225182366,25,M,Pagadian,199060,General practice doctor,1949-12-06,Zamboanga del Sur,Region IX (Zamboanga Peninsula),Mindanao,0.3518518518518518,Component City,healthcare_and_therapy,72,Baby Boomer,-0.1465129387650526,0.0595053928621655,-0.0448981297088027,-0.4094043514445368,-0.1866181086296877,0.5289347105461009,-0.2932741412367624,-0.1477528327142461,-0.8067686110301329,-0.3821878741797311,-0.1135669484047925,-0.5304062952386431,-0.1543855970342645,1.734059870326942,-23.82666666666668,18.33499999999998,-16.120000000000005,-68.86999999999999,-101.37500000000006,41.27383333333334,-109.11166666666668,-67.0575,-152.209,-103.88121212121212,-23.70416666666665,-185.30686868686865,-65.0358333333333,15.712750000000002,1
293000000000,1,8,8.0,454.05375,3632.43,0.0,0.875,3632.43,,,0.0,0.0,0.0024859391646914,0.0,0.3267069152055235,0.0,0.0,0.0,0.3605657920455452,0.0,0.0,0.0,0.3102413535842397,0.0,685,M,Calapan,133893,Secondary school teacher,1969-11-25,Oriental Mindoro,MIMAROPA (Region IV‑B),Luzon,0.2903225806451613,Component City,education_and_community,52,Gen X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
298000000000,12,1280,106.66666666666669,79.297046875,4229.175833333334,0.1125189790746569,0.099432352831524,4229.175833333334,4706.610560769513,1.1128907253449134,0.0456219961470554,0.1056008579655462,0.1173908408222715,0.0278832320477556,0.1301375422376237,0.0431344801178377,0.0598854344567061,0.1726975759948461,0.0456611918295839,0.0583487093200377,0.0616244660571321,0.0338571005372059,0.0438441363086434,0.0543124361577541,26,M,Olongapo,233040,Insurance broker,1955-06-29,Zambales,Region III (Central Luzon),Luzon,0.8823529411764706,Highly Urbanized City,professional_services_and_knowledge,66,Baby Boomer,-0.172021622051708,-0.1869715551700605,-0.3517827045248283,-0.1079370396877363,0.0630067295617733,0.4235320690975873,0.2605694167879734,0.0139560792999745,6.930566887044594,-0.1104426390992574,-0.1253950105205859,0.1904486745747082,0.2014607700190047,-0.9673655486932706,-28.82666666666668,-67.41242424242427,-158.27583333333337,-17.72083333333333,24.459999999999923,52.275151515151535,47.693106060606056,7.015000000000043,547.4377777777779,-17.37833333333333,-26.736515151515132,28.914090909090906,37.19083333333339,-2232.158383838384,0
319000000000,12,660,55.0,66.20445454545455,1820.6225,0.1062928953631072,0.0824016227442509,1820.6225,959.3132034916846,0.5269149444718411,0.0748061696666558,0.1005724655305444,0.1065256684469712,0.0147095246453653,0.1753118547583977,0.0321233616086985,0.0667346631942574,0.1613312164468023,0.0129023075710338,0.0643114924264384,0.0535531806886148,0.0638672461794067,0.0393071592118734,0.0339436896249396,24,M,General Santos,594446,Contracting civil engineer,1960-06-26,South Cotabato,Region XII (SOCCSKSARGEN),Mindanao,0.8846153846153846,Highly Urbanized City,engineering_tech_and_built_env,61,Baby Boomer,-0.4234866134928697,0.1021462666375796,-0.350298543568162,0.3063092112334361,-0.5205272863126289,0.3032094737375958,0.8592631686592199,0.1539230423232624,1.2081645270984849,0.8913507773442626,-0.3031099770033178,3.525041677602032,-0.2889418615562668,-0.8959918207810069,-78.69069444444445,20.68027777777777,-76.02383333333333,33.24833333333332,-207.09272727272725,17.935750000000006,66.45627272727272,36.398181818181854,20.626388888888886,67.91363636363636,-28.148560606060613,272.46457142857145,-40.30854545454544,-330.0953333333334,0
332000000000,12,1321,110.08333333333331,72.34928841786525,3982.225416666666,0.0941288569328169,0.0981101537457932,3982.225416666666,2297.956504988119,0.5770533469478054,0.0450872409764397,0.0891079384381752,0.109982367480431,0.0203192728660315,0.1396757894233975,0.0345588902396384,0.1042403121937451,0.1290630110993777,0.0403371784757565,0.0636718293540601,0.0626271538430274,0.0646257824576714,0.0706207954177916,0.026082437734456,25,M,City of Isabela,112788,"Secretary, company",1964-01-24,Basilan,BARMM,Mindanao,0.3555555555555555,Component City,professional_services_and_knowledge,57,Baby Boomer,-0.002285831626615,0.1547099409654781,0.1316287594267345,-0.2332172080253998,-0.3175713957583645,1.1710223926274093,-0.0263894584774181,0.1505305529981788,-0.9162177150071384,0.9034114509323832,-0.3002661243211665,-0.1013815471981863,-0.3481820363592728,-0.9809938489183772,-0.352499999999992,47.71999999999997,43.81000000000006,-33.08952380952381,-172.825,84.5,-9.476742424242444,56.0,-554.6585714285713,137.7491666666667,-69.38999999999999,-37.639166666666654,-96.7191666666667,-425.82,1
341000000000,2,11,5.5,536.8254545454546,2952.54,0.0,0.8333333333333333,2952.54,1428.4405508105683,0.4838005753725838,0.0,0.0,0.0011192146570433,0.0,0.1114482915257659,0.0,0.0,0.0,0.1103694543986271,0.0,0.0023507293191339,0.7734050875687679,0.0,0.0013072225306616,333,M,Talisay,227645,Community development worker,1961-04-12,Cebu,Region VII (Central Visayas),Visayas,0.3703703703703703,Component City,education_and_community,60,Baby Boomer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
369000000000,1,7,7.0,660.2771428571428,4621.94,0.0,0.8571428571428571,4621.94,,,0.0,0.0,0.0,0.0034591621203393,0.1736075813538454,0.0,0.0,0.0,0.2546112748918482,0.0,0.0,0.568321981633967,0.0,0.0,292,M,Surigao,154137,Software engineer,1963-09-19,Surigao del Norte,Region XIII (Caraga),Mindanao,0.1481481481481481,Component City,professional_services_and_knowledge,58,Baby Boomer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
